"mean_time_sec";"1.3156303882598877"
"mean_time_millisec";"1315.6303882598877"
"mean_time_min";"0.021927173137664794"
"mean_time_hour_min_sec";"00:00:01"
"std_time";"0.021255014962663247"
"mean_sum";"0.616"
"mean_sum_per";"61.6"
"std_sum";"0.04649492206443382"
"mean_prod";"0.616"
"mean_prod_per";"61.6"
"std_prod";"0.04649492206443382"
"mean_max";"0.616"
"mean_max_per";"61.6"
"std_max";"0.04649492206443382"
"best_mean_rule";"sum"
"BEST_MEAN";"0.616"
"BEST_MEAN_per";"61.6"
"best_mean_std";"0.04649492206443382"
"best_fold";"2"
"best_rule";"max"
"best_fold_accuracy";"0.6666666666666666"
"best_fold_accuracy_per";"66.667"
"best_params";"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 1000}"
