"mean_time_sec";"0.02680935859680176"
"mean_time_millisec";"26.809358596801758"
"mean_time_min";"0.00044682264328002933"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.008025371763155811"
"mean_sum";"0.7466666666666667"
"mean_sum_per";"74.667"
"std_sum";"0.03577708763999662"
"mean_prod";"0.736"
"mean_prod_per";"73.6"
"std_prod";"0.04079215610874228"
"mean_max";"0.728"
"mean_max_per";"72.8"
"std_max";"0.03733333333333334"
"best_mean_rule";"sum"
"BEST_MEAN";"0.7466666666666667"
"BEST_MEAN_per";"74.667"
"best_mean_std";"0.03577708763999662"
"best_fold";"0"
"best_rule";"max"
"best_fold_accuracy";"0.8"
"best_fold_accuracy_per";"80.0"
"best_params";"{'metric': 'euclidean', 'n_neighbors': 10, 'weights': 'distance'}"
