"mean_time_sec";"0.8094680309295654"
"mean_time_millisec";"809.4680309295654"
"mean_time_min";"0.01349113384882609"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.00273689085577878"
"mean_sum";"0.808"
"mean_sum_per";"80.8"
"std_sum";"0.045879068090894"
"mean_prod";"0.808"
"mean_prod_per";"80.8"
"std_prod";"0.046647615158762396"
"mean_max";"0.7786666666666667"
"mean_max_per";"77.867"
"std_max";"0.038273866918419545"
"best_mean_rule";"sum"
"BEST_MEAN";"0.808"
"BEST_MEAN_per";"80.8"
"best_mean_std";"0.045879068090894"
"best_fold";"0"
"best_rule";"sum"
"best_fold_accuracy";"0.8933333333333333"
"best_fold_accuracy_per";"89.333"
"best_params";"{'activation': 'logistic', 'learning_rate_init': 0.0001, 'momentum': 0.9, 'solver': 'adam'}"
