"mean_time_sec";"0.8469157218933105"
"mean_time_millisec";"846.9157218933105"
"mean_time_min";"0.014115262031555175"
"mean_time_hour_min_sec";"00:00:00"
"std_time";"0.009300184270536742"
"mean_sum";"0.7706666666666666"
"mean_sum_per";"77.067"
"std_sum";"0.048735111686658845"
"mean_prod";"0.768"
"mean_prod_per";"76.8"
"std_prod";"0.048147920227380764"
"mean_max";"0.744"
"mean_max_per";"74.4"
"std_max";"0.06219682021168322"
"best_mean_rule";"sum"
"BEST_MEAN";"0.7706666666666666"
"BEST_MEAN_per";"77.067"
"best_mean_std";"0.048735111686658845"
"best_fold";"0"
"best_rule";"prod"
"best_fold_accuracy";"0.8266666666666667"
"best_fold_accuracy_per";"82.667"
"best_params";"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 600}"
